#name	dataset	cross_sxn(pb)	cross_sxn_err	total_evts	skimmed_dataset	skimmed_events	extra_weight
# Data	##################################################
WRtoMuMuJJ_4000_2000	/WRToNuMuToMuMuJJ_MW-4000_MNu-2000_TuneCUETP8M1_13TeV-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM	7.189e-04	2.519e-06	50000	root:	-	1.0
WRtoMuMuJJ_4200_2100	/WRToNuMuToMuMuJJ_MW-4200_MNu-2100_TuneCUETP8M1_13TeV-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM	4.808e-04	1.184e-06	50000	root:	-	1.0
WRtoMuMuJJ_4400_2200	/WRToNuMuToMuMuJJ_MW-4400_MNu-2200_TuneCUETP8M1_13TeV-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM	3.182e-04	8.434e-07	50000	root:	-	1.0
WRtoMuMuJJ_4600_2300	/WRToNuMuToMuMuJJ_MW-4600_MNu-2300_TuneCUETP8M1_13TeV-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM	2.124e-04	5.372e-07	49588	root:	-	1.0
WRtoMuMuJJ_4800_2400	/WRToNuMuToMuMuJJ_MW-4800_MNu-2400_TuneCUETP8M1_13TeV-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM	1.412e-04	3.220e-07	49878	root:	-	1.0
WRtoMuMuJJ_5000_2500	/WRToNuMuToMuMuJJ_MW-5000_MNu-2500_TuneCUETP8M1_13TeV-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM	9.449e-05	2.720e-07	50000	root:	-	1.0
WRtoMuMuJJ_5200_2600	/WRToNuMuToMuMuJJ_MW-5200_MNu-2600_TuneCUETP8M1_13TeV-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM	6.261e-05	1.563e-07	49589	root:	-	1.0
WRtoMuMuJJ_5400_2700	/WRToNuMuToMuMuJJ_MW-5400_MNu-2700_TuneCUETP8M1_13TeV-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM	4.223e-05	2.606e-07	47921	root:	-	1.0
WRtoMuMuJJ_5600_2800	/WRToNuMuToMuMuJJ_MW-5600_MNu-2800_TuneCUETP8M1_13TeV-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM	2.802e-05	1.050e-07	50000	root:	-	1.0
WRtoMuMuJJ_5800_2900	/WRToNuMuToMuMuJJ_MW-5800_MNu-2900_TuneCUETP8M1_13TeV-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM	1.870e-05	3.937e-08	49783	root:	-	1.0
WRtoMuMuJJ_6000_3000	/WRToNuMuToMuMuJJ_MW-6000_MNu-3000_TuneCUETP8M1_13TeV-pythia8/RunIISummer16MiniAODv2-PUMoriond17_80X_mcRun2_asymptotic_2016_TrancheIV_v6-v1/MINIAODSIM	1.256e-05	2.434e-08	50000	root:	-	1.0
